,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
11057,32.0,59,9.0,8.0,clear,1027.77,5,Winter,6.0,mountain,Sunny
11060,25.0,94,16.5,97.0,overcast,1019.55,0,Autumn,1.0,inland,Rainy
11062,40.0,59,0.0,12.0,partly cloudy,1027.92,7,Summer,6.0,coastal,Sunny
11066,18.0,72,11.5,62.0,overcast,1011.3,0,Winter,2.5,coastal,Rainy
11067,42.0,57,5.0,14.0,clear,1022.33,11,Autumn,8.5,coastal,Sunny
11071,31.0,94,36.5,80.0,partly cloudy,997.61,0,Spring,2.0,coastal,Rainy
11074,17.0,89,15.5,65.0,overcast,1014.24,1,Summer,5.0,inland,Rainy
11075,39.0,66,3.5,1.0,clear,1023.52,10,Spring,6.0,mountain,Sunny
11076,27.0,70,6.5,91.0,partly cloudy,1008.73,2,Winter,3.0,mountain,Rainy
11078,22.0,25,8.5,11.0,partly cloudy,1015.45,10,Autumn,7.5,mountain,Sunny
11079,14.0,89,7.0,74.0,partly cloudy,1003.26,0,Spring,4.5,mountain,Rainy
11082,25.0,29,0.5,3.0,partly cloudy,1015.39,10,Summer,9.0,inland,Sunny
11083,23.0,43,4.0,0.0,clear,1015.94,5,Autumn,7.0,inland,Sunny
11085,38.0,64,8.5,4.0,clear,1016.87,6,Autumn,6.5,mountain,Sunny
11086,42.0,33,1.0,4.0,clear,1016.59,7,Spring,8.5,inland,Sunny
11087,2.0,24,3.5,78.0,cloudy,916.14,8,Summer,6.5,mountain,Rainy
11088,29.0,64,8.0,76.0,overcast,992.26,3,Autumn,4.0,inland,Rainy
11089,23.0,37,5.5,11.0,clear,1015.54,7,Summer,6.0,coastal,Sunny
11092,23.0,66,5.0,17.0,clear,1015.27,6,Winter,5.5,coastal,Sunny
11093,26.0,71,11.5,85.0,partly cloudy,1007.77,1,Autumn,5.0,coastal,Rainy
11099,19.0,97,33.5,102.0,partly cloudy,1019.61,6,Winter,1.5,coastal,Rainy
11101,36.0,36,12.5,20.0,partly cloudy,869.51,9,Spring,19.0,coastal,Rainy
11103,17.0,66,19.5,71.0,overcast,1017.39,0,Spring,4.0,mountain,Rainy
11104,20.0,68,16.0,64.0,overcast,1016.48,3,Summer,2.0,coastal,Rainy
11106,29.0,88,8.0,79.0,partly cloudy,993.58,3,Spring,2.0,inland,Rainy
11107,13.0,66,13.5,58.0,overcast,1008.7,1,Autumn,1.5,coastal,Rainy
11111,-9.0,61,1.5,86.0,overcast,1006.14,14,Autumn,17.0,inland,Rainy
11113,41.0,25,2.0,1.0,clear,1025.69,10,Summer,6.5,coastal,Sunny
11115,27.0,45,5.5,1.0,partly cloudy,1011.44,6,Autumn,8.5,coastal,Sunny
11118,16.0,87,14.0,72.0,overcast,1010.45,0,Spring,1.5,mountain,Rainy
11120,12.0,97,7.0,79.0,overcast,1013.7,1,Summer,2.0,inland,Rainy
11124,18.0,93,18.5,83.0,overcast,997.42,3,Autumn,2.5,inland,Rainy
11125,20.0,25,7.0,9.0,clear,1013.72,6,Spring,9.0,mountain,Sunny
11127,24.0,94,7.0,89.0,partly cloudy,1015.73,1,Winter,4.0,mountain,Rainy
11129,30.0,21,5.5,2.0,partly cloudy,1013.06,5,Winter,6.0,coastal,Sunny
11131,32.0,75,15.0,79.0,overcast,1000.46,3,Summer,2.0,mountain,Rainy
11134,36.0,77,8.5,107.0,clear,1012.47,9,Summer,9.0,inland,Sunny
11135,41.0,69,9.5,2.0,clear,1017.18,7,Spring,6.0,inland,Sunny
11136,37.0,60,5.0,15.0,clear,1018.03,11,Summer,10.0,coastal,Sunny
11139,1.0,75,14.5,40.0,cloudy,1146.24,11,Summer,5.0,coastal,Rainy
11145,24.0,71,15.0,72.0,overcast,1006.3,1,Summer,3.0,inland,Rainy
11149,26.0,64,6.0,75.0,partly cloudy,995.02,3,Summer,3.0,mountain,Rainy
11150,28.0,23,3.5,18.0,clear,1027.16,6,Autumn,9.5,mountain,Sunny
11154,12.0,85,18.0,86.0,partly cloudy,997.97,2,Spring,4.5,coastal,Rainy
11157,31.0,36,4.0,15.0,clear,1016.83,10,Spring,5.0,mountain,Sunny
11164,30.0,29,8.5,17.0,partly cloudy,1010.77,9,Autumn,7.5,mountain,Sunny
11165,34.0,53,1.0,18.0,clear,1025.79,5,Autumn,5.0,mountain,Sunny
11167,49.0,104,12.0,96.0,overcast,991.21,5,Autumn,4.5,mountain,Rainy
11170,9.0,36,7.5,92.0,overcast,1097.35,11,Spring,6.5,mountain,Rainy
11171,40.0,56,9.0,16.0,clear,1015.88,5,Winter,9.0,coastal,Sunny
11172,32.0,80,14.5,93.0,partly cloudy,1005.73,1,Spring,5.0,mountain,Rainy
11174,24.0,99,15.5,68.0,overcast,997.86,2,Autumn,2.0,coastal,Rainy
11175,19.0,89,6.5,50.0,overcast,1004.04,1,Spring,2.5,coastal,Rainy
11176,34.0,68,6.5,5.0,clear,1021.02,6,Spring,5.0,inland,Sunny
11177,32.0,48,0.0,6.0,clear,1018.31,11,Spring,7.0,inland,Sunny
11178,34.0,40,5.0,5.0,clear,1018.37,9,Autumn,7.0,inland,Sunny
11180,33.0,82,17.5,90.0,overcast,999.78,1,Winter,4.0,coastal,Rainy
11181,42.0,30,6.5,17.0,clear,1029.56,8,Summer,10.0,coastal,Sunny
11182,25.0,69,7.0,94.0,overcast,996.12,2,Spring,2.0,mountain,Rainy
11183,19.0,67,16.0,90.0,overcast,995.27,2,Spring,1.5,inland,Rainy
11184,38.0,58,8.0,19.0,clear,1019.69,6,Spring,7.5,mountain,Sunny
11185,23.0,90,11.0,61.0,overcast,1015.38,3,Spring,1.5,mountain,Rainy
11190,62.0,73,18.0,98.0,partly cloudy,1012.04,0,Winter,8.0,coastal,Sunny
11196,19.0,67,5.5,86.0,overcast,1004.2,3,Winter,3.5,inland,Rainy
11199,30.0,42,1.5,6.0,clear,1022.32,5,Spring,8.0,coastal,Sunny
11203,31.0,93,14.0,57.0,overcast,999.22,2,Summer,3.0,mountain,Rainy
11204,23.0,29,3.0,0.0,clear,1019.61,6,Autumn,9.5,coastal,Sunny
11205,33.0,66,9.5,15.0,partly cloudy,1028.75,9,Spring,9.5,coastal,Sunny
11207,23.0,95,9.5,65.0,overcast,1014.44,1,Winter,1.5,inland,Rainy
11211,27.0,66,6.0,50.0,overcast,1018.96,1,Spring,3.5,coastal,Rainy
11213,25.0,49,1.5,17.0,clear,1015.04,9,Summer,5.5,mountain,Sunny
11214,65.0,70,12.5,82.0,partly cloudy,1027.19,1,Autumn,2.0,coastal,Sunny
11216,29.0,58,13.0,30.0,overcast,1066.46,11,Spring,18.0,coastal,Rainy
11217,30.0,39,3.0,15.0,clear,1017.9,9,Autumn,9.0,mountain,Sunny
11218,17.0,85,14.5,95.0,overcast,992.41,2,Autumn,4.0,inland,Rainy
11219,23.0,85,23.0,94.0,partly cloudy,1019.34,8,Autumn,1.5,inland,Rainy
11222,68.0,79,29.0,86.0,overcast,998.37,8,Autumn,3.0,mountain,Rainy
11223,34.0,68,8.5,74.0,partly cloudy,1001.65,2,Summer,2.5,coastal,Rainy
11224,13.0,81,5.5,93.0,overcast,990.26,1,Winter,2.5,coastal,Rainy
11228,22.0,65,12.5,85.0,overcast,1013.47,2,Spring,4.0,coastal,Rainy
11229,25.0,78,20.0,87.0,overcast,999.04,0,Spring,1.5,coastal,Rainy
11230,31.0,49,1.0,1.0,clear,1012.21,7,Autumn,9.0,mountain,Sunny
11232,14.0,84,13.0,56.0,overcast,1001.65,3,Spring,5.0,mountain,Rainy
11235,12.0,73,12.5,93.0,overcast,1001.51,2,Autumn,4.5,coastal,Rainy
11236,45.0,82,18.0,79.0,overcast,1012.32,7,Autumn,0.5,mountain,Rainy
11246,44.0,39,3.5,16.0,partly cloudy,1013.04,8,Spring,8.5,mountain,Sunny
11249,10.0,93,16.5,67.0,overcast,1010.59,0,Autumn,5.0,inland,Rainy
11251,31.0,85,18.5,52.0,overcast,993.66,1,Summer,1.5,inland,Rainy
11252,40.0,67,2.0,5.0,partly cloudy,1028.32,9,Autumn,9.5,coastal,Sunny
11254,35.0,47,1.0,0.0,partly cloudy,1020.03,8,Winter,8.0,coastal,Sunny
11256,29.0,103,9.5,86.0,overcast,1004.85,2,Autumn,2.0,mountain,Rainy
11264,27.0,89,12.0,99.0,overcast,995.58,0,Summer,1.5,inland,Rainy
11266,22.0,104,6.0,100.0,clear,1010.24,0,Winter,3.0,mountain,Sunny
11271,31.0,46,6.0,15.0,partly cloudy,1016.77,6,Summer,8.0,inland,Sunny
11273,32.0,24,7.0,18.0,partly cloudy,1015.7,6,Summer,5.5,inland,Sunny
11275,56.0,86,14.5,97.0,partly cloudy,1028.92,9,Summer,4.5,mountain,Sunny
11276,24.0,62,6.5,72.0,overcast,1017.92,1,Spring,2.0,coastal,Rainy
11277,28.0,98,34.0,77.0,partly cloudy,1019.03,9,Winter,3.5,inland,Rainy
11278,38.0,37,9.0,11.0,clear,1027.21,8,Spring,7.5,coastal,Sunny
11279,13.0,77,11.0,97.0,partly cloudy,1007.21,3,Spring,4.5,inland,Rainy
11280,11.0,63,13.0,81.0,overcast,1009.12,3,Spring,3.5,mountain,Rainy
11281,30.0,78,13.5,97.0,partly cloudy,994.11,1,Autumn,5.0,mountain,Rainy
11282,29.0,38,6.0,6.0,clear,1028.78,5,Summer,5.0,mountain,Sunny
11288,14.0,73,19.0,74.0,partly cloudy,994.61,3,Spring,3.0,coastal,Rainy
11289,11.0,99,13.0,69.0,overcast,1016.65,0,Summer,2.5,mountain,Rainy
11290,21.0,94,2.0,102.0,clear,1020.59,6,Winter,4.0,mountain,Sunny
11291,37.0,91,14.5,80.0,clear,1022.4,0,Winter,12.0,coastal,Sunny
11295,25.0,84,26.5,84.0,overcast,1019.32,0,Autumn,0.0,mountain,Rainy
11296,23.0,70,7.5,55.0,partly cloudy,993.55,0,Summer,3.5,coastal,Rainy
11297,30.0,73,15.5,72.0,partly cloudy,1010.34,2,Spring,1.5,inland,Rainy
11299,31.0,67,8.0,18.0,clear,1011.91,11,Autumn,8.5,coastal,Sunny
11303,15.0,76,17.0,94.0,overcast,993.6,1,Spring,5.0,mountain,Rainy
11305,19.0,79,14.0,83.0,overcast,997.19,3,Autumn,2.5,coastal,Rainy
11306,49.0,92,6.5,96.0,partly cloudy,1026.93,5,Spring,3.5,coastal,Sunny
11307,31.0,94,15.0,67.0,partly cloudy,1004.99,0,Autumn,3.0,coastal,Rainy
11308,32.0,57,8.0,1.0,clear,1027.58,9,Spring,8.0,coastal,Sunny
11309,22.0,72,6.5,53.0,overcast,999.74,0,Autumn,3.5,mountain,Rainy
11310,23.0,69,6.5,53.0,overcast,1000.39,1,Winter,1.0,inland,Rainy
11312,16.0,67,5.0,73.0,partly cloudy,1008.39,1,Spring,2.5,coastal,Rainy
11316,-7.0,61,10.5,45.0,cloudy,840.89,0,Summer,12.0,mountain,Sunny
11317,24.0,28,8.0,15.0,clear,1018.6,8,Summer,9.5,mountain,Sunny
11319,26.0,95,13.5,75.0,overcast,1011.06,3,Winter,3.5,coastal,Rainy
11320,34.0,78,14.5,94.0,overcast,1014.43,3,Summer,4.5,mountain,Rainy
11321,22.0,44,4.0,16.0,clear,1020.25,10,Autumn,6.0,coastal,Sunny
11324,38.0,63,5.5,0.0,clear,1021.59,6,Spring,8.5,mountain,Sunny
11326,2.0,49,11.5,90.0,partly cloudy,995.09,11,Summer,19.5,inland,Rainy
11327,27.0,41,4.5,61.0,partly cloudy,854.93,8,Summer,10.5,coastal,Rainy
11328,25.0,81,17.0,89.0,overcast,1016.53,12,Winter,1.5,mountain,Rainy
11329,35.0,21,2.0,9.0,clear,1012.95,7,Summer,7.5,inland,Sunny
11333,35.0,26,8.5,14.0,clear,1015.36,7,Winter,8.5,inland,Sunny
11336,10.0,97,10.5,53.0,overcast,1001.2,3,Winter,2.0,mountain,Rainy
11339,42.0,57,5.0,1.0,clear,1019.2,9,Spring,7.0,mountain,Sunny
11340,36.0,60,7.5,6.0,clear,1029.37,9,Summer,8.5,coastal,Sunny
11343,10.0,99,17.5,65.0,partly cloudy,999.64,1,Spring,5.0,coastal,Rainy
11344,29.0,97,15.5,52.0,overcast,999.8,0,Winter,1.0,inland,Rainy
11345,22.0,79,10.0,93.0,partly cloudy,1006.39,1,Autumn,4.0,mountain,Rainy
11346,44.0,25,9.0,3.0,clear,1028.32,7,Summer,7.0,coastal,Sunny
11348,41.0,63,6.5,18.0,partly cloudy,1022.65,9,Spring,8.5,inland,Sunny
11349,47.0,94,11.5,109.0,clear,1024.61,3,Autumn,5.5,coastal,Sunny
11350,22.0,89,13.0,96.0,overcast,1009.7,0,Spring,4.5,inland,Rainy
11351,19.0,81,15.0,87.0,overcast,1018.63,2,Spring,1.5,mountain,Rainy
11354,16.0,88,6.0,78.0,overcast,998.52,1,Summer,4.0,coastal,Rainy
11356,22.0,82,7.5,67.0,overcast,1013.04,0,Spring,4.0,mountain,Rainy
11357,38.0,30,9.0,1.0,clear,1013.57,5,Summer,5.5,coastal,Sunny
11359,38.0,30,6.0,19.0,clear,1028.24,10,Winter,7.5,mountain,Sunny
11363,43.0,26,3.0,4.0,partly cloudy,1018.23,7,Autumn,9.0,mountain,Sunny
11364,42.0,62,10.0,13.0,clear,1012.58,11,Summer,6.5,coastal,Sunny
11366,33.0,74,12.5,107.0,clear,1010.28,12,Autumn,6.0,mountain,Sunny
11368,11.0,74,18.0,94.0,overcast,1001.37,1,Winter,4.5,inland,Rainy
11369,18.0,63,15.0,80.0,partly cloudy,1009.01,2,Winter,3.0,inland,Rainy
11370,44.0,20,9.5,9.0,clear,1018.22,7,Summer,8.0,mountain,Sunny
11371,34.0,71,17.0,77.0,overcast,1005.42,3,Winter,4.5,inland,Rainy
11373,22.0,40,8.0,16.0,partly cloudy,1023.59,8,Summer,9.0,mountain,Sunny
11376,15.0,87,5.0,68.0,overcast,1014.37,0,Summer,4.0,inland,Rainy
11380,20.0,56,1.0,14.0,partly cloudy,1013.66,5,Spring,9.5,inland,Sunny
11381,11.0,88,7.0,66.0,overcast,1011.82,0,Autumn,3.5,mountain,Rainy
11382,25.0,90,15.0,93.0,clear,1028.41,12,Autumn,4.5,mountain,Sunny
11386,39.0,20,4.0,6.0,clear,1012.73,9,Summer,8.0,inland,Sunny
11387,12.0,95,19.5,64.0,overcast,999.39,2,Spring,1.0,mountain,Rainy
11388,33.0,91,7.0,72.0,overcast,1006.46,0,Winter,4.0,coastal,Rainy
11390,31.0,87,6.5,89.0,overcast,997.42,1,Winter,3.5,coastal,Rainy
11391,34.0,88,11.5,76.0,overcast,992.54,0,Summer,4.0,mountain,Rainy
11392,28.0,71,15.5,89.0,partly cloudy,1006.55,10,Spring,5.0,inland,Rainy
11393,42.0,31,6.0,17.0,clear,1011.27,8,Winter,7.0,coastal,Sunny
11395,43.0,54,6.0,17.0,partly cloudy,1029.2,9,Winter,5.5,mountain,Sunny
11399,32.0,75,7.5,99.0,partly cloudy,1003.49,1,Winter,1.5,coastal,Rainy
11400,33.0,57,0.5,4.0,partly cloudy,1023.33,5,Summer,6.5,coastal,Sunny
11404,28.0,97,10.0,59.0,partly cloudy,1005.44,2,Winter,2.5,mountain,Rainy
11406,26.0,96,8.5,78.0,overcast,1008.5,1,Autumn,4.0,coastal,Rainy
11407,4.0,32,3.5,31.0,cloudy,1193.11,6,Winter,14.5,inland,Rainy
11408,16.0,72,9.0,68.0,overcast,1013.08,1,Spring,3.0,inland,Rainy
11410,22.0,50,3.0,14.0,clear,1019.94,11,Summer,7.5,coastal,Sunny
11411,26.0,30,1.0,54.0,overcast,1081.77,4,Spring,4.5,inland,Rainy
11412,30.0,52,1.0,19.0,clear,1016.32,10,Summer,5.0,inland,Sunny
11413,34.0,60,1.0,10.0,partly cloudy,1016.38,7,Autumn,6.0,inland,Sunny
11414,20.0,86,6.0,58.0,overcast,1001.97,1,Summer,3.0,mountain,Rainy
11416,73.0,74,9.5,95.0,partly cloudy,1026.68,10,Autumn,4.5,coastal,Sunny
11417,66.0,88,8.0,94.0,clear,1013.8,5,Autumn,4.0,inland,Sunny
11418,18.0,60,10.0,60.0,overcast,1006.55,2,Autumn,4.5,coastal,Rainy
11420,40.0,71,2.0,35.0,partly cloudy,982.47,8,Winter,14.5,mountain,Sunny
11421,21.0,77,15.0,75.0,overcast,1002.98,3,Autumn,2.5,coastal,Rainy
11423,23.0,24,4.5,7.0,clear,1012.62,10,Autumn,8.0,mountain,Sunny
11425,24.0,63,10.0,76.0,partly cloudy,1006.05,0,Summer,2.5,coastal,Rainy
11427,17.0,96,18.0,84.0,overcast,1011.92,0,Winter,3.5,coastal,Rainy
11428,82.0,73,7.5,80.0,clear,1015.24,8,Summer,8.0,coastal,Sunny
11430,13.0,95,13.5,71.0,partly cloudy,1013.23,2,Autumn,3.0,inland,Rainy
11435,-12.0,20,13.5,13.0,partly cloudy,929.47,4,Winter,8.5,coastal,Sunny
11438,35.0,86,21.0,91.0,partly cloudy,1001.81,10,Summer,2.5,mountain,Rainy
11442,12.0,65,19.0,60.0,partly cloudy,1016.71,2,Autumn,3.0,mountain,Rainy
11446,11.0,75,13.0,84.0,overcast,1008.43,1,Spring,1.0,mountain,Rainy
11449,26.0,41,8.5,7.0,clear,1020.65,6,Winter,7.5,coastal,Sunny
11450,22.0,88,17.0,99.0,overcast,991.58,1,Spring,2.0,coastal,Rainy
11451,71.0,72,33.5,109.0,partly cloudy,1003.88,12,Summer,4.5,mountain,Rainy
11452,26.0,96,16.0,58.0,partly cloudy,1009.6,1,Winter,2.0,mountain,Rainy
11455,18.0,67,11.5,65.0,overcast,1016.37,3,Spring,1.5,mountain,Rainy
11457,41.0,48,5.0,8.0,partly cloudy,1029.26,6,Winter,8.5,inland,Sunny
11458,20.0,31,6.5,3.0,partly cloudy,1026.26,9,Autumn,7.5,mountain,Sunny
11460,37.0,36,5.5,16.0,clear,1022.17,6,Summer,5.5,coastal,Sunny
11461,17.0,75,9.0,53.0,partly cloudy,1000.94,0,Spring,4.0,mountain,Rainy
11464,34.0,98,15.5,57.0,overcast,1015.51,3,Winter,3.5,coastal,Rainy
11465,25.0,76,5.5,92.0,overcast,995.26,0,Spring,2.0,mountain,Rainy
11467,31.0,83,18.5,88.0,overcast,994.23,2,Spring,1.0,coastal,Rainy
11469,36.0,37,7.0,4.0,clear,1019.26,8,Autumn,5.5,coastal,Sunny
11471,21.0,80,19.5,73.0,overcast,1007.2,8,Winter,2.5,inland,Rainy
11473,13.0,75,18.0,61.0,overcast,1017.78,0,Autumn,4.5,coastal,Rainy
11474,24.0,46,1.5,18.0,partly cloudy,1028.55,8,Spring,8.5,mountain,Sunny
11476,25.0,31,10.0,17.0,clear,1016.24,5,Summer,8.0,mountain,Sunny
11478,10.0,64,9.5,56.0,partly cloudy,1016.66,0,Winter,1.5,coastal,Rainy
11479,27.0,74,6.0,66.0,overcast,1016.34,2,Spring,1.5,coastal,Rainy
11481,10.0,76,13.5,69.0,overcast,1012.98,1,Summer,2.5,inland,Rainy
11485,27.0,60,8.0,92.0,overcast,991.3,2,Autumn,2.0,coastal,Rainy
11486,14.0,40,5.5,75.0,cloudy,1152.93,0,Autumn,17.0,coastal,Rainy
11488,29.0,74,15.5,50.0,overcast,997.11,0,Autumn,4.0,coastal,Rainy
11493,24.0,83,9.0,62.0,partly cloudy,994.1,1,Summer,1.5,coastal,Rainy
11497,12.0,63,8.5,65.0,overcast,1011.86,2,Winter,1.5,mountain,Rainy
11499,24.0,27,9.5,6.0,partly cloudy,1015.98,9,Autumn,8.5,coastal,Sunny
11500,14.0,75,27.5,105.0,overcast,999.76,2,Summer,5.0,inland,Rainy
11503,28.0,23,6.0,14.0,partly cloudy,1028.26,9,Spring,8.0,mountain,Sunny
11504,36.0,76,19.5,78.0,partly cloudy,997.87,1,Autumn,2.5,inland,Rainy
11505,39.0,60,3.0,8.0,clear,1014.74,5,Autumn,8.5,mountain,Sunny
11506,36.0,87,13.5,84.0,partly cloudy,1021.32,0,Winter,4.5,coastal,Sunny
11509,30.0,91,15.5,70.0,overcast,999.97,0,Summer,3.5,inland,Rainy
11510,34.0,85,14.5,65.0,overcast,1003.91,1,Spring,4.0,coastal,Rainy
11512,11.0,79,10.5,98.0,overcast,995.61,2,Winter,3.0,coastal,Rainy
11514,44.0,26,3.0,3.0,partly cloudy,1011.84,10,Summer,9.0,mountain,Sunny
11516,24.0,29,8.5,0.0,clear,1025.32,7,Winter,9.0,coastal,Sunny
11517,37.0,74,18.0,99.0,clear,1028.33,0,Summer,1.0,mountain,Sunny
11521,31.0,68,3.5,5.0,partly cloudy,1013.62,8,Autumn,6.0,mountain,Sunny
11522,34.0,77,6.5,65.0,partly cloudy,1019.88,2,Summer,1.5,inland,Rainy
11524,18.0,89,10.5,97.0,partly cloudy,991.64,2,Winter,3.5,mountain,Rainy
11525,28.0,61,12.0,51.0,overcast,994.89,3,Winter,4.5,coastal,Rainy
11527,35.0,35,8.0,8.0,partly cloudy,1016.26,5,Winter,6.5,inland,Sunny
11528,29.0,66,8.0,76.0,overcast,1012.9,0,Winter,4.0,inland,Rainy
11530,36.0,38,6.0,0.0,partly cloudy,1010.62,8,Winter,9.5,coastal,Sunny
11535,43.0,44,3.0,11.0,clear,1022.4,10,Spring,6.0,inland,Sunny
11537,10.0,98,18.0,68.0,partly cloudy,998.54,0,Spring,2.0,coastal,Rainy
11540,24.0,61,2.5,11.0,clear,1010.7,11,Spring,7.0,mountain,Sunny
11541,24.0,75,16.0,93.0,overcast,1006.33,3,Summer,3.0,inland,Rainy
11542,35.0,94,30.5,81.0,partly cloudy,1018.53,7,Winter,3.5,coastal,Rainy
11545,12.0,68,18.5,82.0,partly cloudy,1017.44,2,Winter,2.0,coastal,Rainy
11549,21.0,88,19.0,90.0,overcast,993.03,0,Spring,1.5,mountain,Rainy
11551,20.0,46,9.5,17.0,partly cloudy,1023.15,7,Spring,7.0,coastal,Sunny
11553,14.0,71,9.5,72.0,overcast,991.83,1,Spring,3.5,mountain,Rainy
11554,31.0,23,14.0,24.0,overcast,1194.77,12,Autumn,1.0,inland,Sunny
11556,35.0,21,9.0,17.0,clear,1014.91,5,Winter,8.0,inland,Sunny
11557,75.0,78,18.0,109.0,clear,1020.33,10,Winter,2.0,mountain,Sunny
11558,17.0,68,18.0,82.0,overcast,1009.65,0,Autumn,3.0,inland,Rainy
11559,24.0,89,6.5,59.0,overcast,995.79,0,Spring,4.0,inland,Rainy
11561,30.0,71,31.0,96.0,overcast,1018.84,7,Summer,2.0,mountain,Rainy
11565,19.0,62,5.5,71.0,overcast,994.52,2,Summer,4.5,coastal,Rainy
11566,22.0,41,4.0,17.0,clear,1029.98,7,Winter,7.0,inland,Sunny
11568,39.0,102,13.5,74.0,clear,1021.18,13,Summer,10.5,inland,Sunny
11570,45.0,70,3.0,77.0,clear,1026.13,11,Winter,5.5,inland,Sunny
11572,76.0,80,23.5,75.0,overcast,1018.54,14,Winter,7.0,coastal,Rainy
11573,38.0,65,1.0,5.0,clear,1012.34,5,Winter,8.0,inland,Sunny
11574,19.0,77,5.0,59.0,overcast,995.38,2,Summer,3.0,inland,Rainy
11575,18.0,86,18.5,80.0,clear,1011.9,10,Spring,3.0,coastal,Sunny
11579,24.0,22,7.0,19.0,partly cloudy,1012.06,9,Spring,5.0,coastal,Sunny
11580,34.0,32,7.0,17.0,partly cloudy,1015.12,11,Summer,7.0,coastal,Sunny
11584,11.0,88,15.5,89.0,overcast,995.55,1,Summer,3.5,mountain,Rainy
11585,20.0,87,5.5,83.0,partly cloudy,1012.43,3,Summer,2.0,mountain,Rainy
11586,36.0,42,0.0,0.0,clear,1018.9,11,Winter,9.5,coastal,Sunny
11588,1.0,49,3.0,68.0,cloudy,875.26,8,Summer,15.5,coastal,Rainy
11590,38.0,61,4.0,2.0,clear,1018.27,7,Summer,7.0,coastal,Sunny
11592,23.0,66,9.0,85.0,overcast,1004.01,3,Winter,4.5,mountain,Rainy
11597,35.0,36,4.0,11.0,clear,1023.49,6,Winter,7.0,inland,Sunny
11598,25.0,40,0.5,12.0,partly cloudy,1010.06,9,Spring,9.5,inland,Sunny
11600,20.0,85,12.5,77.0,overcast,1008.58,1,Winter,4.0,mountain,Rainy
11602,28.0,31,2.5,6.0,clear,1027.87,5,Spring,7.5,inland,Sunny
11605,23.0,76,23.5,87.0,clear,1015.68,7,Autumn,10.0,inland,Sunny
11608,22.0,69,6.0,53.0,overcast,1001.27,1,Winter,3.5,inland,Rainy
11611,13.0,75,12.5,84.0,overcast,1009.84,0,Summer,2.5,coastal,Rainy
11612,29.0,76,7.0,65.0,overcast,1011.84,3,Summer,1.0,inland,Rainy
11617,38.0,37,9.5,87.0,cloudy,987.84,8,Summer,8.5,mountain,Rainy
11619,27.0,67,8.0,2.0,clear,1020.22,5,Autumn,7.5,coastal,Sunny
11620,12.0,59,7.0,79.0,partly cloudy,939.13,4,Summer,3.0,mountain,Sunny
11621,41.0,36,6.5,4.0,clear,1019.1,11,Spring,8.0,mountain,Sunny
11626,34.0,60,20.0,82.0,overcast,990.6,3,Spring,3.0,coastal,Rainy
11627,21.0,54,0.5,16.0,partly cloudy,1026.53,9,Summer,9.5,inland,Sunny
11629,11.0,92,7.5,91.0,overcast,990.04,0,Winter,2.0,coastal,Rainy
11631,22.0,70,19.0,52.0,overcast,1007.19,1,Autumn,4.5,coastal,Rainy
11632,60.0,108,20.5,76.0,partly cloudy,1010.49,0,Autumn,6.5,inland,Sunny
11638,33.0,24,4.0,19.0,partly cloudy,1018.3,6,Autumn,7.5,mountain,Sunny
11640,26.0,70,9.5,98.0,partly cloudy,995.82,1,Winter,2.0,inland,Rainy
11641,29.0,68,7.0,73.0,overcast,998.1,0,Summer,4.5,coastal,Rainy
11644,19.0,97,10.0,92.0,partly cloudy,1009.79,2,Spring,2.5,mountain,Rainy
11646,38.0,39,9.0,10.0,clear,1018.1,10,Summer,7.0,coastal,Sunny
11647,21.0,97,16.5,92.0,partly cloudy,997.72,3,Winter,2.0,coastal,Rainy
11648,36.0,69,3.0,6.0,clear,1027.19,8,Autumn,7.0,mountain,Sunny
11649,18.0,73,17.0,97.0,overcast,1013.07,2,Winter,3.0,coastal,Rainy
11651,32.0,94,16.0,83.0,overcast,1004.87,0,Autumn,1.0,coastal,Rainy
11652,33.0,105,0.5,87.0,clear,1010.88,4,Autumn,3.0,coastal,Sunny
11653,41.0,39,0.5,14.0,clear,1021.44,8,Summer,8.0,mountain,Sunny
11655,19.0,66,9.0,76.0,overcast,1009.63,2,Winter,3.5,mountain,Rainy
11658,29.0,57,8.5,6.0,clear,1015.04,6,Autumn,5.5,coastal,Sunny
11660,12.0,81,15.0,54.0,overcast,1003.56,0,Autumn,2.0,coastal,Rainy
11663,33.0,36,9.0,1.0,clear,1029.06,11,Autumn,8.5,coastal,Sunny
11666,29.0,43,1.0,12.0,clear,1014.4,7,Autumn,7.0,mountain,Sunny
11669,25.0,91,12.0,61.0,overcast,1004.76,1,Spring,2.0,coastal,Rainy
11671,21.0,66,11.5,71.0,overcast,1019.63,1,Summer,1.0,inland,Rainy
11672,67.0,82,32.5,109.0,overcast,999.14,14,Spring,0.5,inland,Rainy
11673,23.0,21,7.5,18.0,clear,1016.76,8,Summer,9.0,coastal,Sunny
11675,33.0,66,8.0,70.0,overcast,1006.37,1,Summer,2.5,coastal,Rainy
11678,18.0,70,11.5,90.0,overcast,1005.8,14,Summer,4.0,inland,Rainy
11679,67.0,94,23.0,80.0,partly cloudy,998.45,13,Autumn,1.0,inland,Rainy
11681,21.0,73,8.5,81.0,overcast,1015.46,3,Autumn,3.0,mountain,Rainy
